index	oReact_retrieval	xReact_retrieval
dia613_utt9	Others feel assured, accomplished, grateful	Dina feels assured, accomplished, grateful
dia613_utt10	Others feel less hurt, none, none	Jonah feels less hurt, none, none
dia613_utt11	Others feel concerned, none, sad	Jonah feels concerned, none, sad
dia613_utt12	Others feel mad, none, none	Garrett feels mad, none, none
dia613_utt13	Others feel less hurt, none, none	Garrett feels less hurt, none, none
dia613_utt14	Others feel none, happy, none	Garrett feels none, happy, none
dia613_utt15	Others feel bad depending on how it went., good depending on how it went., amorous	Dina feels bad depending on how it went., good depending on how it went., amorous
dia613_utt16	Others feel lost, rejected, greived	Garrett feels lost, rejected, greived
dia613_utt17	Others feel accomplished, none, none	Jonah feels accomplished, none, none
dia613_utt18	Others feel none, none, dead	Garrett feels none, none, dead
dia613_utt19	Others feel hurt, sad, bad	Dina feels hurt, sad, bad
dia616_utt0	Others feel great, none, fulfilled.	Glenn feels great, none, fulfilled.
dia616_utt1	Others feel affectionate and glad, welcomed, faithful.	superstore person1 feels affectionate and glad, welcomed, faithful.
dia616_utt2	Others feel none, none, hope to work done	Glenn feels none, none, hope to work done
dia616_utt3	Others feel loved, in charge, none	superstore person1 feels loved, in charge, none
dia616_utt4	Others feel efficient, renewed, irritated	Glenn feels efficient, renewed, irritated
dia617_utt0	Others feel awake, rested, pleased	Jonah feels awake, rested, pleased
dia617_utt1	Others feel happy, peaceful, thankful	Garrett feels happy, peaceful, thankful
dia617_utt2	Others feel none, satisfied, better	Jonah feels none, satisfied, better
dia617_utt3	Others feel accomplished, none, none	Jonah feels accomplished, none, none
dia617_utt4	Others feel intoxicated, at ease, none	Jonah feels intoxicated, at ease, none
dia617_utt5	Others feel like a failure, frustrated, sad	Jonah feels like a failure, frustrated, sad
dia619_utt0	Others feel renewed, happy, unhappy	Amy feels renewed, happy, unhappy
dia619_utt1	Others feel none, full, helpful	Adam feels none, full, helpful
dia619_utt2	Others feel guilty, lost, athletic	Amy feels guilty, lost, athletic
dia619_utt3	Others feel excited to see their date, eager, corrected	Adam feels excited to see their date, eager, corrected
dia619_utt4	Others feel excited to see their date, eager, excited	Amy feels excited to see their date, eager, excited
dia619_utt5	Others feel trusting, sadness, displeasure	Adam feels trusting, sadness, displeasure
dia619_utt6	Others feel concerned, none, tired	Amy feels concerned, none, tired
dia619_utt7	Others feel friendly, happy, happy	Amy feels friendly, happy, happy
dia620_utt0	Others feel pain, pain, hurt	Jonah feels pain, pain, hurt
dia620_utt1	Others feel proud, accomplished, anxious	Jonah feels proud, accomplished, anxious
dia620_utt2	Others feel satisfied, organized, none	Jonah feels satisfied, organized, none
dia620_utt3	Others feel none, happy, healthy	Jonah feels none, happy, healthy
dia620_utt4	Others feel happy, helpful, relieved	superstore person1 feels happy, helpful, relieved
dia620_utt5	Others feel sick, happy about handling kids, none	Jonah feels sick, happy about handling kids, none
dia620_utt6	Others feel relaxed, none, open	Jonah feels relaxed, none, open
dia621_utt0	Others feel stylish, satisfied, happy	Amy feels stylish, satisfied, happy
dia621_utt1	Others feel accomplished, none, none	Glenn feels accomplished, none, none
dia621_utt2	Others feel loved, special, happy and great	Glenn feels loved, special, happy and great
dia621_utt3	Others feel none, motivated, none	Amy feels none, motivated, none
dia621_utt4	Others feel regretful, sad, lonely	Glenn feels regretful, sad, lonely
dia621_utt5	Others feel fancy., honest,happy, none	Glenn feels fancy., honest,happy, none
dia621_utt6	Others feel fulfilled, relieved, annoyed	Glenn feels fulfilled, relieved, annoyed
dia621_utt7	Others feel exhilerated, none, none	Amy feels exhilerated, none, none
dia621_utt8	Others feel happy, nice, full	Glenn feels happy, nice, full
dia621_utt9	Others feel validated, indifferent, hopeful	Glenn feels validated, indifferent, hopeful
dia621_utt10	Others feel understood, unsure., mediocre.	Glenn feels understood, unsure., mediocre.
dia621_utt11	Others feel none, tasty, cool	Glenn feels none, tasty, cool
dia621_utt12	Others feel full, strong, superior	Glenn feels full, strong, superior
dia623_utt0	Others feel talkative, none, intrigued	Amy feels talkative, none, intrigued
dia623_utt1	Others feel guilty, none, excited	Dina feels guilty, none, excited
dia623_utt2	Others feel angry, none, afraid	Amy feels angry, none, afraid
dia623_utt3	Others feel in better shape., energized., appreciative	Cheyenne feels in better shape., energized., appreciative
dia623_utt4	Others feel relieved, none, satisfied, happy and good	Cheyenne feels relieved, none, satisfied, happy and good
dia623_utt5	Others feel re leaved, accomplished, productive	Garrett feels re leaved, accomplished, productive
dia623_utt6	Others feel filled with purpose, satisfied, glad	Garrett feels filled with purpose, satisfied, glad
dia623_utt7	Others feel content, none, proud	Garrett feels content, none, proud
dia623_utt8	Others feel amazed, satisfied, upset	Dina feels amazed, satisfied, upset
dia623_utt9	Others feel none, better about their health., healthy	Dina feels none, better about their health., healthy
dia624_utt0	Others feel feels elated to reach such goals., feels amazing since this is basically life's goal, accomplished	Adam feels feels elated to reach such goals., feels amazing since this is basically life's goal, accomplished
dia624_utt1	Others feel attractive, none, none	Adam feels attractive, none, none
dia624_utt2	Others feel pleased, content, full	Adam feels pleased, content, full
dia624_utt3	Others feel excited, thirfty, lazy	Amy feels excited, thirfty, lazy
dia624_utt4	Others feel excited, none, none	Adam feels excited, none, none
dia624_utt5	Others feel relieved, helpful, relieved	Adam feels relieved, helpful, relieved
dia624_utt6	Others feel happy., nan, none	Amy feels happy., nan, none
dia624_utt7	Others feel energized, rested, none	Adam feels energized, rested, none
dia624_utt8	Others feel happy to be noticed, loved, excited	Amy feels happy to be noticed, loved, excited
dia625_utt0	Others feel happy, grateful, satisfied	superstore person1 feels happy, grateful, satisfied
dia625_utt1	Others feel concerned, interested, bad	Jonah feels concerned, interested, bad
dia625_utt2	Others feel none, none, accomplished.	Jonah feels none, none, accomplished.
dia625_utt3	Others feel angry, none, afraid	Jonah feels angry, none, afraid
dia625_utt4	Others feel none, none, stuffed	superstore person1 feels none, none, stuffed
dia626_utt0	Others feel none, happy to experience a wide range of food flavors and textures, none	Jonah feels none, happy to experience a wide range of food flavors and textures, none
dia626_utt1	Others feel mad, none, none	Garrett feels mad, none, none
dia626_utt2	Others feel none, thankful, thankful	Garrett feels none, thankful, thankful
dia626_utt3	Others feel happy, happy and romantic, hopeful	Garrett feels happy, happy and romantic, hopeful
dia626_utt4	Others feel connected, content, energized	Garrett feels connected, content, energized
dia627_utt0	Others feel happy, none, none	Glenn feels happy, none, none
dia627_utt1	Others feel like onself, happy, none	Glenn feels like onself, happy, none
dia627_utt2	Others feel connected, satisfied, happy	Amy feels connected, satisfied, happy
dia628_utt0	Others feel hurt, grateful, proud	Garrett feels hurt, grateful, proud
dia628_utt1	Others feel none, none, renewed	Garrett feels none, none, renewed
dia628_utt2	Others feel relief., relieved, strong	Garrett feels relief., relieved, strong
dia628_utt3	Others feel none, none, loving	superstore person1 feels none, none, loving
dia628_utt4	Others feel none, thrilled and happy, excited	Garrett feels none, thrilled and happy, excited
dia628_utt5	Others feel confident, anxious, nervous	superstore person1 feels confident, anxious, nervous
dia628_utt6	Others feel happy, none, none	Garrett feels happy, none, none
dia633_utt0	Others feel secure, helpful, satisfied	Glenn feels secure, helpful, satisfied
dia633_utt1	Others feel none, none, none	Glenn feels none, none, none
dia633_utt2	Others feel intoxicated, none, satisfied	Jonah feels intoxicated, none, satisfied
dia633_utt3	Others feel none, thankful, thankful	Jonah feels none, thankful, thankful
dia633_utt4	Others feel happy, excited, none	Glenn feels happy, excited, none
dia634_utt0	Others feel like they had concern for good reasons., none, none	Garrett feels like they had concern for good reasons., none, none
dia634_utt1	Others feel helpful, happy, relieved	Dina feels helpful, happy, relieved
dia634_utt2	Others feel relieved, none, helpful	Amy feels relieved, none, helpful
dia634_utt3	Others feel relieved, none, content	Dina feels relieved, none, content
dia634_utt4	Others feel none, satisfied with themselves, aggressive.	Dina feels none, satisfied with themselves, aggressive.
dia634_utt5	Others feel guilty of his act, bad, virtuous	Amy feels guilty of his act, bad, virtuous
dia634_utt6	Others feel enjoyed, happy, uneasy and worried that he is in danger	Amy feels enjoyed, happy, uneasy and worried that he is in danger
dia634_utt7	Others feel determined, happy., frustrated	Jonah feels determined, happy., frustrated
dia634_utt8	Others feel like they made a good decision., glad to have been given importance, none	Amy feels like they made a good decision., glad to have been given importance, none
dia634_utt9	Others feel entertained, grateful, loved	Amy feels entertained, grateful, loved
dia637_utt0	Others feel full and refreshed, full, none	Jonah feels full and refreshed, full, none
dia637_utt1	Others feel concerned, interested, bad	superstore person1 feels concerned, interested, bad
dia637_utt2	Others feel satisfied, happy, grateful	Jonah feels satisfied, happy, grateful
dia637_utt3	Others feel none, accomplished, drained	Jonah feels none, accomplished, drained
dia637_utt4	Others feel none, none, good	superstore person1 feels none, none, good
dia637_utt5	Others feel amazed, excited, excited	Jonah feels amazed, excited, excited
dia637_utt6	Others feel none, none, happy to do it	superstore person1 feels none, none, happy to do it
dia638_utt0	Others feel inadequate, happy, irritated	Garrett feels inadequate, happy, irritated
dia638_utt1	Others feel relieved, helpful, relieved	Cheyenne feels relieved, helpful, relieved
dia638_utt2	Others feel happy, scared, none	Cheyenne feels happy, scared, none
dia638_utt3	Others feel happy, good about themselves, happy	Glenn feels happy, good about themselves, happy
dia638_utt4	Others feel great, grateful, okay.	Glenn feels great, grateful, okay.
dia638_utt5	Others feel curious., uneasy, nice to see personx selfies	Glenn feels curious., uneasy, nice to see personx selfies
dia638_utt6	Others feel none, helpful., okay.	Glenn feels none, helpful., okay.
